col0,col1,LocName,lon,lat,iConf,iLvl
ファミリーマート昭和女子大前店,東京都世田谷区太子堂1-6-6,東京都/世田谷区/太子堂/一丁目/６番,139.67549,35.64549,5,7
ミニストップ太子堂２丁目店,東京都世田谷区太子堂2-12-1,東京都/世田谷区/太子堂/二丁目/１２番,139.67334,35.64504,5,7
ローソン三軒茶屋玉川通店,東京都世田谷区太子堂2-14-6,東京都/世田谷区/太子堂/二丁目/１４番,139.67186,35.64484,5,7
ファミリーマート三軒茶屋駅北口店,東京都世田谷区太子堂2-15-1,東京都/世田谷区/太子堂/二丁目/１５番,139.67152,35.64391,5,7
ローソン太子堂二丁目店,東京都世田谷区太子堂2-17-9,東京都/世田谷区/太子堂/二丁目/１７番,139.6709,35.645,5,7
サンクス三軒茶屋店,東京都世田谷区太子堂2-24-5,東京都/世田谷区/太子堂/二丁目/２４番,139.67027,35.6463,5,7
ファミリーマート太子堂店,東京都世田谷区太子堂2-29-3,東京都/世田谷区/太子堂/二丁目/２９番,139.6711,35.64692,5,7
ファミリーマート太子堂三丁目店,東京都世田谷区太子堂3-15-2 ゴリラビル,東京都/世田谷区/太子堂/三丁目/１５番,139.66905,35.64775,5,7
セブンイレブン世田谷キャロットタワ－前店,東京都世田谷区太子堂4－22－6,東京都/世田谷区/太子堂/四丁目/２２番,139.67015,35.64405,5,7
セブンイレブン世田谷太子堂4丁目店,東京都世田谷区太子堂4ー7ー1,東京都/世田谷区/太子堂/四丁目/７番,139.66583,35.64361,5,7
スリーエフ池ノ上店,東京都世田谷区代沢2-43-8,東京都/世田谷区/代沢/二丁目/４３番,139.67343,35.66037,5,7
セブンイレブン世田谷代沢2丁目店,東京都世田谷区代沢2－46－7,東京都/世田谷区/代沢/二丁目/４６番,139.6731,35.66076,5,7
セブンイレブン世田谷代沢3丁目店,東京都世田谷区代沢3ー12ー21,東京都/世田谷区/代沢/三丁目/１２番,139.67259,35.65457,5,7
セブンイレブン世田谷下北沢店,東京都世田谷区代沢5-29-1,東京都/世田谷区/代沢/五丁目/２９番,139.66731,35.65795,5,7
ファミリーマート代沢五丁目店,東京都世田谷区代沢5-29-14,東京都/世田谷区/代沢/五丁目/２９番,139.66731,35.65795,5,7
ローソン代沢五丁目店,東京都世田谷区代沢5-8-4,東京都/世田谷区/代沢/五丁目/８番,139.66798,35.65744,5,7
セブンイレブン世田谷代田1丁目店,東京都世田谷区代田1－32－9,東京都/世田谷区/代田/一丁目/３２番,139.66464,35.65347,5,7
セブンイレブン世田谷代田駅前店,東京都世田谷区代田2-19-13,東京都/世田谷区/代田/二丁目/１９番,139.66054,35.65743,5,7
セブンイレブン世田谷代田店,東京都世田谷区代田3-41-8,東京都/世田谷区/代田/三丁目/４１番,139.65977,35.65495,5,7
ファミリーマート新代田駅前店,東京都世田谷区代田4-10,東京都/世田谷区/代田/四丁目/１０番,139.65993,35.66128,5,7
ローソンストア１００世田谷代田４丁目店,東京都世田谷区代田4-10-24,東京都/世田谷区/代田/四丁目/１０番,139.65993,35.66128,5,7
升本酒店,東京都世田谷区代田4-5-11,東京都/世田谷区/代田/四丁目/５番,139.65967,35.65923,5,7
セブンイレブン世田谷下北沢西口店,東京都世田谷区代田6-3-1,東京都/世田谷区/代田/六丁目/３番,139.66484,35.66258,5,7
ローソン大原一丁目店,東京都世田谷区大原1-51-1,東京都/世田谷区/大原/一丁目/５１番,139.66342,35.66927,5,7
サンクス代田橋店,東京都世田谷区大原2-17-6,東京都/世田谷区/大原/二丁目/１７番,139.65915,35.67049,5,7
ミニストップ大原店,東京都世田谷区大原2-23-15,東京都/世田谷区/大原/二丁目/２３番,139.66057,35.67202,5,7
ローソン代田橋駅北口店,東京都世田谷区大原2-26-10,東京都/世田谷区/大原/二丁目/２６番,139.65857,35.67104,5,7
エーエムピーエム世田谷大蔵1丁目店,東京都世田谷区大蔵1－16－13,東京都/世田谷区/大蔵/一丁目/１６番,139.61641,35.63467,5,7
スリーエフ大蔵6丁目店,東京都世田谷区大蔵6-19,東京都/世田谷区/大蔵/六丁目/１９番,139.60785,35.62439,5,7
エーエムピーエム世田谷公園前店,東京都世田谷区池尻1-7-16,東京都/世田谷区/池尻/一丁目/７番,139.68082,35.64259,5,7
セブンイレブン池尻大橋店,東京都世田谷区池尻2-31-10,東京都/世田谷区/池尻/二丁目/３１番,139.68364,35.64996,5,7
サンクス池尻2丁目店,東京都世田谷区池尻2-34-1 井上ビル,東京都/世田谷区/池尻/二丁目/３４番,139.6817,35.64852,5,7
セブンイレブン世田谷池尻2丁目店,東京都世田谷区池尻2－37－16,東京都/世田谷区/池尻/二丁目/３７番,139.67961,35.64787,5,7
デイリーヤマザキ池尻店,東京都世田谷区池尻3-20-2,東京都/世田谷区/池尻/三丁目/２０番,139.68144,35.64938,5,7
セブンイレブン世田谷池尻3丁目店,東京都世田谷区池尻3－23－2,東京都/世田谷区/池尻/三丁目/２３番,139.67969,35.64843,5,7
ローソン池尻三宿通店,東京都世田谷区池尻3-29-5,東京都/世田谷区/池尻/三丁目/２９番,139.67799,35.64821,5,7
新鮮組　三宿店,東京都世田谷区池尻3-30-6,東京都/世田谷区/池尻/三丁目/３０番,139.6785,35.64791,5,7
エーエムピーエム世田谷淡島通り店,東京都世田谷区池尻4-13-15,東京都/世田谷区/池尻/四丁目/１３番,139.67833,35.65506,5,7
エーエムピーエム池尻4丁目店,東京都世田谷区池尻4－34－6,東京都/世田谷区/池尻/四丁目/３４番,139.67502,35.65429,5,7
セブンイレブン玉川中町店,東京都世田谷区中町4-25-13,東京都/世田谷区/中町/四丁目/２５番,139.64258,35.61804,5,7
叶賀（株）,東京都世田谷区中町4-25-14,東京都/世田谷区/中町/四丁目/２５番,139.64258,35.61804,5,7
サンクス東玉川店,東京都世田谷区東玉川1-40-15,東京都/世田谷区/東玉川/一丁目/４０番,139.67528,35.59893,5,7
ファミリーマート東玉川二丁目店,東京都世田谷区東玉川2丁目5番,東京都/世田谷区/東玉川/二丁目/５番,139.67613,35.59242,5,7
セブンイレブン世田谷等々力渓谷店,東京都世田谷区等々力1-22-27,東京都/世田谷区/等々力/一丁目/２２番,139.64616,35.60464,5,7
ローソン尾山台店,東京都世田谷区等々力2-17-16,東京都/世田谷区/等々力/二丁目/１７番,139.65219,35.6056,5,7
セブンイレブン等々力駅前店,東京都世田谷区等々力3-22-9,東京都/世田谷区/等々力/三丁目/２２番,139.64816,35.61132,5,7
スリーエフ等々力店,東京都世田谷区等々力3-5-2,東京都/世田谷区/等々力/三丁目/５番,139.64767,35.60877,5,7
セブンイレブン世田谷等々力4丁目店,東京都世田谷区等々力4－2－11,東京都/世田谷区/等々力/四丁目/２番,139.65192,35.60777,5,7
セブンイレブン等々力5丁目店,東京都世田谷区等々力5－31－19,東京都/世田谷区/等々力/五丁目/３１番,139.6586,35.61038,5,7
ローソン尾山台駅北口店,東京都世田谷区等々力5-6-7,東京都/世田谷区/等々力/五丁目/６番,139.65405,35.60775,5,7
スリーエフ世田谷産能大学前店,東京都世田谷区等々力6-37-12,東京都/世田谷区/等々力/六丁目/３７番,139.65961,35.6134,5,7
スリーエフ等々力7丁目店,東京都世田谷区等々力7-10-14,東京都/世田谷区/等々力/七丁目/１０番,139.65341,35.61363,5,7
セブンイレブン世田谷等々力7丁目店,東京都世田谷区等々力7丁目5番1号,東京都/世田谷区/等々力/七丁目/５番,139.65442,35.61282,5,7
スリーエフ等々力8丁目店,東京都世田谷区等々力8-6-9,東京都/世田谷区/等々力/八丁目/６番,139.64861,35.61379,5,7
ファミリーマート芦花公園駅南店,東京都世田谷区南烏山2-36-1 スクエアサイド芦花公園1Ｆ,東京都/世田谷区/南烏山/二丁目/３６番,139.60902,35.6703,5,7
ファミリーマート芦花公園駅北店,東京都世田谷区南烏山3-25-15,東京都/世田谷区/南烏山/三丁目/２５番,139.60802,35.67287,5,7
ファミリーマート千歳烏山駅東口店,東京都世田谷区南烏山4-12-4 スギウラビル,東京都/世田谷区/南烏山/四丁目/１２番,139.6011,35.66921,5,7
サンクス千歳烏山店,東京都世田谷区南烏山4-22-9 スト-ク烏山,東京都/世田谷区/南烏山/四丁目/２２番,139.60402,35.67122,5,7
ファミリーマート千歳烏山駅前店,東京都世田谷区南烏山5-15-5 三京ビル,東京都/世田谷区/南烏山/五丁目/１５番,139.60155,35.66788,5,7
セブンイレブン世田谷南烏山5丁目店,東京都世田谷区南烏山5－20－6,東京都/世田谷区/南烏山/五丁目/２０番,139.60262,35.6666,5,7
ナチュラルローソン南烏山五丁目店,東京都世田谷区南烏山5-24-8,東京都/世田谷区/南烏山/五丁目/２４番,139.6037,35.6655,5,7
サンクス南烏山5丁目店,東京都世田谷区南烏山5丁目24番8号,東京都/世田谷区/南烏山/五丁目/２４番,139.6037,35.6655,5,7
ローソン南烏山６丁目店,東京都世田谷区南烏山6-26-6,東京都/世田谷区/南烏山/六丁目/２６番,139.59778,35.67102,5,7
サンクス南烏山店,東京都世田谷区南烏山6-38-10,東京都/世田谷区/南烏山/六丁目/３８番,139.59985,35.67186,5,7
エーエムピーエム千歳烏山駅西口店,東京都世田谷区南烏山6-4-12,東京都/世田谷区/南烏山/六丁目/４番,139.59993,35.66874,5,7
サンクス千歳烏山駅東口店,東京都世田谷区南烏山6丁目3-6,東京都/世田谷区/南烏山/六丁目/３番,139.60023,35.66935,5,7
サークルＫ南烏山店,東京都世田谷区南烏山五丁目33番8号,東京都/世田谷区/南烏山/五丁目/３３番,139.59973,35.66755,5,7
セブンイレブン世田谷梅ケ丘駅前店,東京都世田谷区梅ヶ丘1ー22ー6,東京都/世田谷区/梅丘/一丁目/２２番,139.65337,35.65548,5,7
スリーエフ世田谷梅丘店,東京都世田谷区梅丘1-14-4,東京都/世田谷区/梅丘/一丁目/１４番,139.6535,35.65473,5,7
ナチュラルローソン梅丘１丁目店,東京都世田谷区梅丘1-21-9,東京都/世田谷区/梅丘/一丁目/２１番,139.65379,35.65541,5,7
ファミリーマート梅ヶ丘店,東京都世田谷区梅丘1-33-11,東京都/世田谷区/梅丘/一丁目/３３番,139.65269,35.65605,5,7
スリーエフ梅丘2丁目店,東京都世田谷区梅丘2-11-3,東京都/世田谷区/梅丘/二丁目/１１番,139.65402,35.64944,5,7
ミニストップ粕谷１丁目店,東京都世田谷区粕谷1-8-5,東京都/世田谷区/粕谷/一丁目/８番,139.60994,35.6596,5,7
ローソンストア１００世田谷粕谷３丁目店,東京都世田谷区粕谷3-32-16,東京都/世田谷区/粕谷/三丁目/３２番,139.60683,35.66246,5,7
サークルＫ世田谷粕谷店,東京都世田谷区粕谷一丁目14番19号,東京都/世田谷区/粕谷/一丁目/１４番,139.60812,35.66158,5,7
ファミリーマートまるいし八幡山店,東京都世田谷区八幡山1-2-6,東京都/世田谷区/八幡山/一丁目/２番,139.62373,35.65988,5,7
デイリーヤマザキ八幡山2丁目店,東京都世田谷区八幡山2-25-5,東京都/世田谷区/八幡山/二丁目/２５番,139.61438,35.66245,5,7
ローソン八幡山三丁目店,東京都世田谷区八幡山3-33-1,東京都/世田谷区/八幡山/三丁目/３３番,139.61636,35.66896,5,7
ファミリーマートキムラ尾山台店,東京都世田谷区尾山台3-9-7,東京都/世田谷区/尾山台/三丁目/９番,139.65277,35.60408,5,7
ナチュラルローソン尾山台３丁目店,東京都世田谷区尾山台3-9-9,東京都/世田谷区/尾山台/三丁目/９番,139.65277,35.60408,5,7
セブンイレブン世田谷北烏山3丁目店,東京都世田谷区北烏山3ー9ー5,東京都/世田谷区/北烏山/三丁目/９番,139.60149,35.67342,5,7
ヤマザキショップ北烏山店,東京都世田谷区北烏山4-8-18,東京都/世田谷区/北烏山/四丁目/８番,139.59828,35.67838,5,7
ローソン北烏山８丁目店,東京都世田谷区北烏山8-31-22,東京都/世田谷区/北烏山/八丁目/３１番,139.58884,35.67963,5,7
セブンイレブン世田谷北烏山店,東京都世田谷区北烏山9-17-18,東京都/世田谷区/北烏山/九丁目/１７番,139.5947,35.67245,5,7
ミニストップ北烏山９丁目店,東京都世田谷区北烏山9-23-31,東京都/世田谷区/北烏山/九丁目/２３番,139.593,35.67331,5,7
ファミリーマート池ノ上駅北口店,東京都世田谷区北沢1-33-16,東京都/世田谷区/北沢/一丁目/３３番,139.672,35.661,5,7
エーエムピーエム下北沢南口通り店,東京都世田谷区北沢2-14-4,東京都/世田谷区/北沢/二丁目/１４番,139.66769,35.65983,5,7
ローソン下北沢駅西口店,東京都世田谷区北沢2-23-7,東京都/世田谷区/北沢/二丁目/２３番,139.66692,35.66117,5,7
エーエムピーエム下北沢駅前店,東京都世田谷区北沢2-25-20,東京都/世田谷区/北沢/二丁目/２５番,139.66721,35.66224,5,7
ローソン下北沢成徳前店,東京都世田谷区北沢2-40-19,東京都/世田谷区/北沢/二丁目/４０番,139.66582,35.66424,5,7
サンクス下北沢店,東京都世田谷区北沢2-4-6 アイエスアイビル,東京都/世田谷区/北沢/二丁目/４番,139.6687,35.66053,5,7
ローソン下北沢店,東京都世田谷区北沢2-7-14,東京都/世田谷区/北沢/二丁目/７番,139.66945,35.66182,5,7
スリーエフ下北沢店,東京都世田谷区北沢2-8-4,東京都/世田谷区/北沢/二丁目/８番,139.66968,35.6624,5,7
ローソン東北沢駅前店,東京都世田谷区北沢3-1-3,東京都/世田谷区/北沢/三丁目/１番,139.67285,35.6659,5,7
ローソン北沢店,東京都世田谷区北沢3-27-4,東京都/世田谷区/北沢/三丁目/２７番,139.66808,35.66438,5,7
デイリーヤマザキ東北沢店,東京都世田谷区北沢4-33-4,東京都/世田谷区/北沢/四丁目/３３番,139.67278,35.66823,5,7
ローソン北沢五丁目店,東京都世田谷区北沢5-24-27,東京都/世田谷区/北沢/五丁目/２４番,139.67165,35.66994,5,7
セブンイレブン世田谷北沢店,東京都世田谷区北沢5-43-7,東京都/世田谷区/北沢/五丁目/４３番,139.66634,35.67119,5,7
セブンイレブン世田谷野沢2丁目店,東京都世田谷区野沢2ー13ー3,東京都/世田谷区/野沢/二丁目/１３番,139.66934,35.63261,5,7
ファミリーマート上馬交差点前店,東京都世田谷区野沢2-34-3,東京都/世田谷区/野沢/二丁目/３４番,139.66534,35.63547,5,7
スリーエフ世田谷野毛1丁目店,東京都世田谷区野毛1-9-1,東京都/世田谷区/野毛/一丁目/９番,139.64384,35.60165,5,7
ローソン用賀二丁目店,東京都世田谷区用賀2-35-6,東京都/世田谷区/用賀/二丁目/３５番,139.63614,35.62635,5,7
エーエムピーエム用賀駅前店,東京都世田谷区用賀2-38-10,東京都/世田谷区/用賀/二丁目/３８番,139.63489,35.62684,5,7
ファミリーマート用賀二丁目店,東京都世田谷区用賀2-41-9,東京都/世田谷区/用賀/二丁目/４１番,139.63393,35.6256,5,7
（有）マツクニ,東京都世田谷区用賀3-11-9,東京都/世田谷区/用賀/三丁目/１１番,139.63708,35.62886,5,7
エーエムピーエム世田谷ビジネススクエア店,東京都世田谷区用賀4-10-1,東京都/世田谷区/用賀/四丁目/１０番,139.63133,35.62712,5,7
セブンイレブン世田谷用賀4丁目店,東京都世田谷区用賀4－11－15,東京都/世田谷区/用賀/四丁目/１１番,139.63396,35.6274,5,7
ファミリーマート用賀店,東京都世田谷区用賀4-13-11,東京都/世田谷区/用賀/四丁目/１３番,139.63519,35.62796,5,7
（有）鈴木屋商店,東京都世田谷区用賀4-20-11,東京都/世田谷区/用賀/四丁目/２０番,139.63176,35.62814,5,7
ファミリーマート用賀四丁目店,東京都世田谷区用賀4-20-11 スズキビル,東京都/世田谷区/用賀/四丁目/２０番,139.63176,35.62814,5,7
（株）モリヤ,東京都世田谷区用賀4-28-12,東京都/世田谷区/用賀/四丁目/２８番,139.63254,35.62909,5,7
ポプラ用賀４丁目店,東京都世田谷区用賀4-5-15,東京都/世田谷区/用賀/四丁目/５番,139.63281,35.62592,5,7
ナチュラルローソン用賀４丁目店,東京都世田谷区用賀4-5-3,東京都/世田谷区/用賀/四丁目/５番,139.63281,35.62592,5,7
ファミリーマート清瀬けやき通り店,東京都清瀬市下清戸2-559-2,東京都/清瀬市/下清戸/二丁目/５５９番地,139.53316,35.7874,5,7
セブンイレブン清瀬下清戸3丁目店,東京都清瀬市下清戸3－397－1,東京都/清瀬市/下清戸/三丁目/３９７番地,139.54105,35.78297,5,7
サンクス清瀬けやき通り店,東京都清瀬市元町1-4-5,東京都/清瀬市/元町/一丁目/４番,139.52049,35.77333,5,7
ファミリーマート丸萬清瀬店,東京都清瀬市松山1-20-5,東京都/清瀬市/松山/一丁目/２０番,139.51688,35.76939,5,7
サンクス清瀬南口店,東京都清瀬市松山1丁目11-12,東京都/清瀬市/松山/一丁目/１１番,139.51868,35.7718,5,7
ローソン清瀬上清戸店,東京都清瀬市上清戸1-3-15,東京都/清瀬市/上清戸/一丁目/３番,139.52405,35.7727,5,7
コミュニティ・ストア清瀬竹丘店,東京都清瀬市竹丘2-7-1,東京都/清瀬市/竹丘/二丁目/７番,139.51003,35.7649,5,7
サンクス清瀬竹丘団地店,東京都清瀬市竹丘二丁目7番1号,東京都/清瀬市/竹丘/二丁目/７番,139.51003,35.7649,5,7
セブンイレブン清瀬市役所前店,東京都清瀬市中清戸2-750-48,東京都/清瀬市/中清戸/二丁目/７５０番地,139.52829,35.78265,5,7
セブンイレブン清瀬中清戸5丁目店,東京都清瀬市中清戸5－83－4,東京都/清瀬市/中清戸/五丁目/８３番地,139.53421,35.77656,5,7
セブンイレブン清瀬中里2丁目店,東京都清瀬市中里2ー1147ー1,東京都/清瀬市/中里/二丁目/１１４７番地,139.51418,35.78465,5,7
セブンイレブン清瀬中里5丁目店,東京都清瀬市中里5－2－16,東京都/清瀬市/中里/五丁目/２番地,139.53185,35.79096,5,7
セブンイレブン清瀬梅園2丁目店,東京都清瀬市梅園2ー1ー31,東京都/清瀬市/梅園/二丁目/１番,139.50331,35.77035,5,7
ローソン清瀬秋津駅南口店,東京都清瀬市野塩5-298,東京都/清瀬市/野塩/五丁目/２９８番地,139.49728,35.77801,5,7
セブンイレブン瑞穂むさし野2丁目店,東京都西多摩郡瑞穂町むさし野2丁目54番29,東京都/西多摩郡/瑞穂町/むさし野/二丁目/５４番,139.33797,35.76096,5,7
セブンイレブン瑞穂双葉ドライブイン店,東京都西多摩郡瑞穂町むさし野3-11-3,東京都/西多摩郡/瑞穂町/むさし野/三丁目/１１番,139.34151,35.75676,5,7
ファミリーマート瑞穂モール前店,東京都西多摩郡瑞穂町駒形富士山423-5,東京都/西多摩郡/瑞穂町/駒形富士山/４２３番地,139.35641,35.78569,5,7
ファミリーマート多摩瑞穂店,東京都西多摩郡瑞穂町大字二本木917-1,東京都/西多摩郡/瑞穂町/二本木/９１７番地,139.36043,35.78933,5,7
セブンイレブン瑞穂長岡1丁目店,東京都西多摩郡瑞穂町長岡1ー13ー18,東京都/西多摩郡/瑞穂町/長岡/一丁目/１３番,139.33356,35.7738,5,7
サークルＫ瑞穂長岡店,東京都西多摩郡瑞穂町長岡4丁目38番13,東京都/西多摩郡/瑞穂町/長岡/四丁目/３８番,139.32315,35.77916,5,7
ファミリーマート瑞穂長岡店,東京都西多摩郡瑞穂町長岡長谷部297-3,東京都/西多摩郡/瑞穂町/長岡長谷部/２９７番地,139.32579,35.78265,5,7
サンクス瑞穂駒形店,東京都西多摩郡瑞穂町二本木1353,東京都/西多摩郡/瑞穂町/二本木/１３５３番地,139.36778,35.78935,5,7
セブンイレブン瑞穂二本木店,東京都西多摩郡瑞穂町二本木445-1,東京都/西多摩郡/瑞穂町/二本木/４４５番地,139.34547,35.7941,5,7
ローソン瑞穂箱根ヶ崎店,東京都西多摩郡瑞穂町箱根ケ崎1315-2,東京都/西多摩郡/瑞穂町/箱根ケ崎/１３１５番地,139.33987,35.77939,5,7
セブンイレブン箱根ケ崎店,東京都西多摩郡瑞穂町箱根ケ崎258,東京都/西多摩郡/瑞穂町/箱根ケ崎/２５８番地,139.34863,35.77094,5,7
ファミリーマート瑞穂東松原店,東京都西多摩郡瑞穂町箱根ケ崎東松原11-8,東京都/西多摩郡/瑞穂町/箱根ケ崎東松原/１１番,139.34195,35.77205,5,7
セブンイレブン瑞穂武蔵店,東京都西多摩郡瑞穂町武蔵378-1,東京都/西多摩郡/瑞穂町/武蔵/３７８番地,139.35555,35.7647,5,7
ローソン瑞穂武蔵店,東京都西多摩郡瑞穂町武蔵59,東京都/西多摩郡/瑞穂町/武蔵/５９番地,139.35144,35.7668,5,7
セブンイレブン日の出大久野店,東京都西多摩郡日の出町大久野1177-7,東京都/西多摩郡/日の出町/大久野/１１７７番地,139.23689,35.74384,5,7
セブンイレブン日の出インタ－店,東京都西多摩郡日の出町平井17－7,東京都/西多摩郡/日の出町/平井/１７番,139.28003,35.73978,5,7
ミニストップひばりケ丘南口店,東京都西東京市ひばりが丘1-4-25,東京都/西東京市/ひばりが丘/一丁目/４番,139.54308,35.75013,5,7
セブンイレブン保谷ひばりが丘北2丁目店,東京都西東京市ひばりが丘北2－4－5,東京都/西東京市/ひばりが丘北/二丁目/４番,139.55167,35.75379,5,7
セブンイレブン保谷ひばりが丘駅北店,東京都西東京市ひばりが丘北4-3-2,東京都/西東京市/ひばりが丘北/四丁目/３番,139.54558,35.7528,5,7
セブンイレブン西東京下保谷3丁目店,東京都西東京市下保谷3－17－20,東京都/西東京市/下保谷/三丁目/１７番,139.56679,35.75194,5,7
サンクス保谷北口店,東京都西東京市下保谷4-1-25 セブンテラス1F,東京都/西東京市/下保谷/四丁目/１番,139.56522,35.74907,5,7
セブンイレブン田無向台店,東京都西東京市向台町1-19-14,東京都/西東京市/向台町/一丁目/１９番,139.54324,35.72059,5,7
セブンイレブン田無芝久保2丁目店,東京都西東京市芝久保町2－9－3,東京都/西東京市/芝久保町/二丁目/９番,139.5296,35.72845,5,7
ローソン西東京芝久保町店,東京都西東京市芝久保町4-15-21,東京都/西東京市/芝久保町/四丁目/１５番,139.52179,35.73093,5,7
セブンイレブンひばりケ丘駅南口店,東京都西東京市住吉町3－9－19,東京都/西東京市/住吉町/三丁目/９番,139.54532,35.75099,5,7
アップルマート保谷旭屋商店,東京都西東京市新町2-2-1,東京都/西東京市/新町/二丁目/２番,139.54355,35.71602,5,7
ファミリーマート西東京新町店,東京都西東京市新町5-17-20,東京都/西東京市/新町/五丁目/１７番,139.53322,35.71499,5,7
セブンイレブン西東京新町6丁目店,東京都西東京市新町6－8－19,東京都/西東京市/新町/六丁目/８番,139.53053,35.71318,5,7
ローソン西東京西原店,東京都西東京市西原町2-5-47,東京都/西東京市/西原町/二丁目/５番,139.53551,35.7357,5,7
ファミリーマート田無西原店,東京都西東京市西原町4-5-99,東京都/西東京市/西原町/四丁目/５番,139.52963,35.73593,5,7
ほうきや商店,東京都西東京市泉町2-14-16,東京都/西東京市/泉町/二丁目/１４番,139.55116,35.74252,5,7
ファミリーマート山光保谷泉町店,東京都西東京市泉町2-14-17,東京都/西東京市/泉町/二丁目/１４番,139.55116,35.74252,5,7
サンクス保谷泉町店,東京都西東京市泉町2-18,東京都/西東京市/泉町/二丁目/１８番,139.55222,35.74052,5,7
セブンイレブン田無谷戸2丁目店,東京都西東京市谷戸町2－15－12,東京都/西東京市/谷戸町/二丁目/１５番,139.54303,35.74919,5,7
ファミリーマート保谷中町店,東京都西東京市中町2-1-7,東京都/西東京市/中町/二丁目/１番,139.5592,35.74257,5,7
サンクス田無駅前店,東京都西東京市田無町2-11-1,東京都/西東京市/田無町/二丁目/１１番,139.54132,35.72811,5,7
ミニストップ田無本町３丁目店,東京都西東京市田無町3-5-5,東京都/西東京市/田無町/三丁目/５番,139.54247,35.73067,5,7
ファミリーマート田無駅ビル店,東京都西東京市田無町4-1-3,東京都/西東京市/田無町/四丁目/１番,139.53835,35.72716,5,7
ファミリーマート村田田無店,東京都西東京市田無町4-16-2,東京都/西東京市/田無町/四丁目/１６番,139.53494,35.72852,5,7
セブンイレブン田無本町4丁目店,東京都西東京市田無町4－23－1,東京都/西東京市/田無町/四丁目/２３番,139.53844,35.72912,5,7
（有）むさしや酒店,東京都西東京市田無町7-1-6,東京都/西東京市/田無町/七丁目/１番,139.53534,35.73077,5,7
アップルマート増田屋,東京都西東京市東町2-1-24,東京都/西東京市/東町/二丁目/１番,139.56081,35.74522,5,7
セブンイレブン保谷東町店,東京都西東京市東町2-16-25,東京都/西東京市/東町/二丁目/１６番,139.56204,35.74583,5,7
スリーエフ保谷東町店,東京都西東京市東町3-10-6,東京都/西東京市/東町/三丁目/１０番,139.56462,35.74694,5,7
豊島屋商店,東京都西東京市東町3-5-6,東京都/西東京市/東町/三丁目/５番,139.56593,35.74718,5,7
ファミリーマート浜中保谷店,東京都西東京市東町6-6-5,東京都/西東京市/東町/六丁目/６番,139.56564,35.74028,5,7
セブンイレブン東伏見駅南口店,東京都西東京市東伏見3-4-1,東京都/西東京市/東伏見/三丁目/４番,139.564,35.72768,5,7
ファミリーマート東伏見四丁目店,東京都西東京市東伏見4-4-5,東京都/西東京市/東伏見/四丁目/４番,139.56206,35.72322,5,7
セブンイレブン田無南1丁目店,東京都西東京市南町1－5－20,東京都/西東京市/南町/一丁目/５番,139.54765,35.72768,5,7
セブンイレブン田無駅南口店,東京都西東京市南町4－1－14,東京都/西東京市/南町/四丁目/１番,139.53954,35.72691,5,7
ローソン田無南町４丁目店,東京都西東京市南町4-1-3,東京都/西東京市/南町/四丁目/１番,139.53954,35.72691,5,7
セブンイレブン西東京富士町3丁目店,東京都西東京市富士町3－1－5,東京都/西東京市/富士町/三丁目/１番,139.56329,35.73222,5,7
ファミリーマート東伏見北口店,東京都西東京市富士町4-18-7,東京都/西東京市/富士町/四丁目/１８番,139.56395,35.72913,5,7
ファミリーマート東伏見駅前店,東京都西東京市富士町4-5-17,東京都/西東京市/富士町/四丁目/５番,139.56601,35.73063,5,7
サンクス柳沢北口店,東京都西東京市保谷町3-12-15,東京都/西東京市/保谷町/三丁目/１２番,139.55257,35.72939,5,7
ファミリーマート保谷町五丁目店,東京都西東京市保谷町5-9,東京都/西東京市/保谷町/五丁目/９番,139.54849,35.73212,5,7
セブンイレブン保谷本町店,東京都西東京市保谷町6-25-2,東京都/西東京市/保谷町/六丁目/２５番,139.55292,35.73719,5,7
ヒロマルチェーンリカー＆ワイン　山城屋,東京都西東京市北原町1-34-8,東京都/西東京市/北原町/一丁目/３４番,139.54594,35.73536,5,7
ローソン西東京北原店,東京都西東京市北原町2-1-3,東京都/西東京市/北原町/二丁目/１番,139.54369,35.73368,5,7
セブンイレブン西東京北町3丁目店,東京都西東京市北町3－4－10,東京都/西東京市/北町/三丁目/４番,139.55862,35.75929,5,7
セブンイレブン柳沢店,東京都西東京市柳沢1-11-7,東京都/西東京市/柳沢/一丁目/１１番,139.55322,35.72599,5,7
ファミリーマート保谷柳沢店,東京都西東京市柳沢3-1-4,東京都/西東京市/柳沢/三丁目/１番,139.55692,35.72174,5,7
サンクス柳沢南口店,東京都西東京市柳沢6-1-1,東京都/西東京市/柳沢/六丁目/１番,139.55217,35.72827,5,7
セブンイレブン田無緑町店,東京都西東京市緑町2-14-22,東京都/西東京市/緑町/二丁目/１４番,139.53392,35.7409,5,7
セブンイレブン田無谷戸店,東京都西東京市緑町3-5-28,東京都/西東京市/緑町/三丁目/５番,139.54297,35.74157,5,7
セブンイレブン河辺駅北口店,東京都青梅市河辺町10-1-2,東京都/青梅市/河辺町/十丁目/１番,139.28415,35.78524,5,7
タイムズマート霞台店,東京都青梅市河辺町10-5-2,東京都/青梅市/河辺町/十丁目/５番,139.28777,35.785,5,7
ファミリーマート河辺駅北口店,東京都青梅市河辺町10-6-6,東京都/青梅市/河辺町/十丁目/６番,139.28653,35.78516,5,7
